2456338.50,14789.47,9094.45,6500.6,5008.98,3986.78,3243.29,2779.86,1886.5,1588.45,822.86,379.53,64.4,29.99,57.58
2456339.50,4387.09,4053.19,3052.83,2734.63,2419.76,2242.29,2060.91,1541.42,1363.88,843.04,453.95,96.46,45.69,67.15
2456340.50,13090.88,10166.09,4394.01,1796.14,765.4,610.64,452.75,328.94,295.5,223.54,147.67,48.04,26.83,44.24
2456341.50,32575.8,20741.88,11154.24,6795.89,4849.49,3616.32,2743.92,1364.7,1005.11,360.2,116.24,21.87,15.09,17.93
2456342.50,9713.76,7373.04,3371.59,1922.34,1848.25,1763.39,1568.93,966.6,786.39,378.96,153.35,28.81,18.59,20.39
2456343.50,16658.55,5878.92,1460.61,1341.07,984.28,584.85,445.23,354.63,330.88,192.11,95.79,21.28,16.3,18.06
2456344.50,16184.98,6825.54,4361.53,2599.9,1679.7,1037.04,693.7,304.38,236.77,129.8,73.45,21.94,16.43,15.87
2456345.50,34834.37,22880.99,4983.81,2180.13,1125.99,885.9,654.76,356.47,281.46,140.84,72.46,21.45,17.04,16.67
2456346.50,22912.38,10307.92,5777.75,3531.02,2322.51,1625.93,1325.25,801.07,634.83,335.65,175.12,48.01,30.37,47.16
2456347.50,18200.33,8485.31,3625.84,2414.14,1608.64,1275.93,743.11,434.8,241.74,125.37,74.67,67.78,6.42,4.04
2456348.50,5578.44,4841.46,2791.97,2037.3,1742.43,1425.02,779.51,505.9,305.13,183.25,105.78,109.51,10.33,5.68
2456349.50,2784.87,1593.14,1641.9,1378.8,1182.65,1087.17,714.14,457.46,291.82,176.3,102.16,97.95,9.56,5.68
2456350.50,9841.22,5004.98,1996.54,1189.51,472.12,517.09,376.16,281.63,206.33,136.69,81.72,79.52,8.55,5.9
2456351.50,4856.08,2258.02,1473.39,677.9,477.19,356.5,305.11,257.07,192.63,130.87,80.05,77.71,8.1,4.8
2456352.50,50067.66,34139.16,16313.16,10662.85,6802.9,4547.46,937.99,283.37,86.84,33.85,19.53,13.45,4.88,3.89
2456353.50,26763.57,18889.8,16201.11,12844.41,9032.04,7316.89,3593.37,1959.52,1126.47,660.89,370.76,284.52,16.38,6.73
2456354.50,34297.41,16360.97,11999.66,6304.32,4968.82,4139,2677.85,1983.67,1386.08,947.9,610.32,670.01,72.57,32.11
2456355.50,15793.78,8708.16,6077.87,3935.56,2954.07,2658.13,1852.5,1492.36,1164.75,890.91,628.65,708.45,95.53,46.73
2456356.50,8357.8,6632.72,4188.03,2753.34,2397.58,2150.64,1594.84,1324.11,1062.58,849.72,621.47,796.35,118.36,59.65
2456357.50,4139.41,2642.71,2057.3,1737.76,1504.66,1468.69,1151.94,989.11,831.53,688.96,501.28,754.82,125.61,65.48
2456358.50,2367.95,1143.75,1136.17,969.76,923.66,963.49,960.53,890.13,754.4,633.84,495.78,634.04,107.47,58.44
2456359.50,995.54,740.77,687.53,615.02,615.13,626.31,698.52,673.3,597.56,507.88,407.08,540.42,96.8,49.44
2456360.50,4120.88,1623.11,925.2,360.94,345.82,334.95,445.53,481.99,479.58,443.65,360.66,506.13,91.76,50.31
2456361.50,6997.27,2225.76,1110.89,532.57,320.38,281.45,303.69,335.6,346.51,340.43,287.83,400.52,78.57,43.73
2456362.50,6554.83,5130.02,1273.93,523.62,335.78,263.9,188.32,214.29,223.07,227.24,197.43,272.31,40.88,20.05
2456363.50,4428.23,1705.27,1106.18,555.68,435.46,385.31,198.1,194.61,195.25,204.01,183.37,260.78,44.93,25.29
2456364.50,2123.83,973.89,769.6,493.82,337.57,264.26,148.79,134.68,140.29,151.63,141.34,204.25,42.35,23.97
2456365.50,656.57,690.22,509.45,321.6,359.3,233.6,123.07,102.02,106.85,117.8,114.52,171.65,38.24,21.25
2456366.50,1705.23,807.6,449.32,289.15,182.34,150.64,96.89,83.96,90.1,102.37,103.76,148.7,32.51,17.22
