2456338.50,16886.92,9509.71,5449.02,3976.66,3133.61,2652.85,2314.59,1505.64,1280.52,684.35,322.21,55.55,24.59,37.8
2456339.50,9438.37,5477.17,3578.43,2826.72,2432.43,2194.67,2064.29,1516.16,1336.93,810.9,427.74,95.88,44.86,93.12
2456340.50,24233.99,21400.39,10120.42,4261.14,2442.81,1492.13,961.28,539.23,460.75,306.1,182.12,50.8,29,45.67
2456341.50,22865.78,14961.11,8384.48,4828.99,2784.08,1735.92,1148.71,441.55,307.67,96.17,29.99,9.53,9.49,2.96
2456342.50,12120.3,7141.48,3639.25,2036.22,1657.86,1310.76,1084.03,574.72,448.55,182.01,60.76,14.31,12.7,7.17
2456343.50,12097.87,8126.03,5255.72,3114,1802.01,1156.19,947.59,538.2,451.19,243.25,97.83,16,11.5,8.38
2456344.50,17537.19,12706.02,6737.94,3900.51,2645.9,1720.56,1172.56,498.31,367.55,134.51,49.28,12.8,10.14,6.83
2456345.50,25069.14,12537.08,6604.58,2842.68,1600.14,1024.33,730.76,378.37,300.83,150.81,65.71,15.52,11.72,9.81
2456346.50,42169.35,19518.19,9002.81,4775.33,3249.23,2379.4,1956.22,1189.94,980.15,533.43,267.26,60.78,32.07,49.08
2456347.50,15171.49,9264.68,5850.7,3628.17,2384.55,1822.86,805.33,457.8,251.07,138.5,72.9,76.53,6.89,3.72
2456348.50,8896.06,5378.58,3730.57,2701.29,2067.14,1720.6,911.2,496.81,261.4,141.12,77.88,83.07,7.92,4.2
2456349.50,9090.9,4672.08,3321.14,2195.68,1750,1551.58,908.22,519.16,284.97,152.98,84.01,66.33,6.83,4.81
2456350.50,15884.73,9552.03,5230.69,2086.9,1152.16,792.59,354.81,235.71,148.96,89.78,54.28,45.65,5.96,4.32
2456351.50,7514.03,4451.12,2832.38,1627.11,964.24,684.69,357.19,239.29,147.66,81.82,43.2,35.2,5,3.57
2456352.50,263607.22,100191.21,25159.47,6652.58,3297.78,1615.72,206.26,59,28.41,19.12,15.07,8.98,3.85,3.07
2456353.50,43177.7,42715.33,31549.05,12863.67,8520.72,6602.98,2710.24,1273.56,645,359.61,199.14,216.79,18.14,7.39
2456354.50,30325.43,24937.93,11587.77,7565.71,5367.17,4359.1,2368.58,1565.72,1063.48,727.51,475.84,476.62,53.76,23.19
2456355.50,22687.89,11704.83,6048.16,4111.47,3183.09,2743.51,1798.94,1273.55,881.44,625.93,425.89,450.21,54.37,26.24
2456356.50,13617.16,7860.01,4893.7,3165.96,2549.64,2288.46,1436.58,1062.25,778.02,567.11,411.98,440.72,65.08,28.84
2456357.50,8171.41,4989.96,3139.79,2324.74,1911.26,1780.39,1229.71,897.81,642.36,476.04,344.5,450.16,73.31,38.02
2456358.50,3596.4,2641.99,1741.03,1387.05,1244.54,1234.13,1010.33,766.19,557.99,412.87,300.55,382.46,59.71,31.54
2456359.50,3487.51,2019.79,1421.27,1100.98,965.79,938.7,732.59,578.98,423.73,322.92,237.89,281.87,44.6,21.9
2456360.50,3021.41,1493.12,819.48,537.19,511.1,558.03,548.54,485.27,391.26,308.39,233.41,283.61,44.87,22.4
2456361.50,10006.81,5486.81,3577.75,1731.22,982.31,681.59,329.87,287.05,246.54,210.66,165.57,185.64,28.29,15.56
2456362.50,23900.53,7761.04,3851.04,1464,827.03,586.94,242.66,176.98,143.21,109.43,79.68,79.55,9.58,5.06
2456363.50,7932.3,4797.92,2707.15,1640.62,972.05,658.01,259.78,170.07,134.87,112.98,88.27,108.14,14.89,7.75
2456364.50,6824.18,3990.7,2056.43,1049.69,689,474.94,185.7,108.27,84.94,76.18,63.73,83.24,13.65,7.6
2456365.50,2701.27,1566.05,1392.01,943.38,638.04,470.69,187.04,104.27,81.38,75.59,67.34,95.42,18.88,10.53
2456366.50,5910.53,2014.35,1023.28,625.12,422.85,321.32,136.33,77.31,61.03,57.59,52.19,67.98,13.8,7.57
