2456338.50,10599.31,8191.83,5493.24,3658.36,2777.76,2024.77,1560.43,799.34,618.5,298.43,126.2,26.51,20.99,24.67
2456339.50,2204.67,1715.94,1034.04,1008.41,877.79,924.13,827.18,543.27,452.43,273.81,172.19,53.29,26.65,44.67
2456340.50,7442.45,4322.24,1739.88,732.17,526.74,283.63,178.9,123.03,117.38,98.55,59.25,24.85,16.95,22.84
2456341.50,18078.51,13901.41,7213.44,4751.64,3447.52,2655.3,1867.5,799.23,593.37,213.6,77.79,24.88,20.94,20.65
2456342.50,10527.32,5473.08,1424.53,507.33,584.85,381.26,463.77,341.92,284.97,136.6,55.11,19.48,16.44,24.27
2456343.50,3951.83,1086.82,404.09,647.85,136.13,170.63,244.81,175.47,157.03,109.55,52.74,18.04,16.64,16.9
2456344.50,11930.97,7055.01,1685.01,908.13,453.17,239.91,202.8,120.46,96.23,74.86,54.57,22.9,18.12,16.67
2456345.50,18689.38,4912.48,1440.04,460.01,360.93,225.35,125.85,86.4,71.28,44.25,33.85,19.04,17.62,15.39
2456346.50,11488.21,5459.22,3831.3,1649.95,1159.61,614.93,417.95,186.25,151.54,67.88,37.05,14.51,12.44,10.77
2456347.50,6001.26,3215.4,1160.18,739.78,503.74,441,139.03,73.3,41.19,24,19.49,17.06,4.92,3.57
2456348.50,1766.8,914.78,548.52,568.1,394.08,377.03,252.77,166.49,95.14,60.03,43.47,36.14,6.92,4.83
2456349.50,404.92,289.19,207.68,296.3,196.25,180.46,181.78,124.79,88.66,68.91,40.64,47.95,5.85,3.63
2456350.50,1382.86,748.46,230.01,203.24,100.33,123.82,94.06,81.26,69.83,51.78,34.76,38.58,7.58,5.36
2456351.50,1379.71,871.2,459.13,179.84,120.33,102.8,81.27,81.37,72.28,59.22,42.22,46.29,6.98,4.47
2456352.50,227044.05,101195.04,40429.92,16978.62,7796.5,4810.57,1800.26,770.08,342.76,148.1,69.36,36.13,4.04,3.1
2456353.50,20602.72,18318.81,13059.93,10344.49,8416.62,7501.88,3937.26,2377.28,1375.48,775.49,420.59,376.01,22.45,9.7
2456354.50,27282.89,12617.99,9203.13,5984.98,4423.36,4034.7,2851.42,2069.53,1375.54,947.97,593.47,640.11,63.41,28.32
2456355.50,6941.62,4676.89,2664.9,2278.81,2127.99,2030.5,1613.2,1346.91,1071.15,829.47,563.39,726.92,96.95,50.07
2456356.50,2542.82,2044.3,1189.38,1221.37,1059.98,1021.88,1034.75,978.44,883.01,768.12,587.8,720.31,106.42,54.68
2456357.50,1218.79,872.77,687.14,601.14,585.04,653.11,703.73,754.95,757.71,717.13,598.61,821.7,139.17,77.99
2456358.50,955.97,622.4,534.96,424.53,395.93,429.7,493.32,602.71,631.73,647.92,557.39,723.67,140.43,76.34
2456359.50,658.96,479.98,402.09,317.56,273.15,288.33,333.26,400.85,449.33,473.91,421.95,648.25,131.63,71.02
2456360.50,2636.28,654.46,317.73,263.29,216.09,209.78,225.16,286.3,340.47,404.34,379.25,563.24,123.54,69.79
2456361.50,1472.03,689.02,354.02,235.78,186.18,178.18,185.19,214.79,285.41,344.27,335.87,556.4,137.53,78.23
2456362.50,792.09,646.59,475.89,209.53,145.25,124.54,113.3,123.33,160.55,196.69,209.82,374.3,96.24,54.48
2456363.50,619.76,466.89,345.53,247.99,167.71,132.15,107.17,120.19,145.76,197.05,209.14,361.94,93.59,56.25
2456364.50,334.97,236.18,198.92,181.69,129.28,122.28,77.92,84.5,108.59,142.47,161.9,279.84,81.94,46.81
2456365.50,244.87,191.25,161.64,165.68,102.59,93.83,64.05,62.86,81.31,115.56,133.8,236.12,70.18,39.73
2456366.50,230.59,182.4,145.28,136.77,97.41,99.31,53.49,49.68,61.4,84.6,102.22,179.96,56.22,31.38
